,Sentiment
28817,Negative
28818,Positive
28819,Positive
28820,Positive
28821,Positive
28822,Positive
28823,Negative
28824,Positive
28825,Neutral
28826,Positive
28827,Negative
28828,Neutral
28829,Positive
28830,Negative
28831,Negative
28832,Negative
28833,Negative
28834,Positive
28835,Positive
28836,Neutral
28837,Neutral
28838,Negative
28839,Positive
28840,Negative
28841,Positive
28842,Neutral
28843,Neutral
28844,Negative
28845,Neutral
28846,Negative
28847,Negative
28848,Neutral
28849,Neutral
28850,Positive
28851,Positive
28852,Neutral
28853,Negative
28854,Neutral
28855,Positive
28856,Positive
28857,Neutral
28858,Neutral
28859,Neutral
28860,Positive
28861,Positive
28862,Negative
28863,Neutral
28864,Negative
28865,Positive
28866,Positive
28867,Positive
28868,Positive
28869,Negative
28870,Negative
28871,Negative
28872,Negative
28873,Positive
28874,Neutral
28875,Negative
28876,Neutral
28877,Positive
28878,Negative
28879,Negative
28880,Negative
28881,Positive
28882,Positive
28883,Positive
28884,Neutral
28885,Neutral
28886,Neutral
28887,Positive
28888,Neutral
28889,Positive
28890,Neutral
28891,Positive
28892,Neutral
28893,Positive
28894,Negative
28895,Positive
28896,Positive
28897,Negative
28898,Neutral
28899,Negative
28900,Negative
28901,Neutral
28902,Positive
28903,Positive
28904,Positive
28905,Neutral
28906,Positive
28907,Positive
28908,Positive
28909,Negative
28910,Neutral
28911,Negative
28912,Neutral
28913,Negative
28914,Negative
28915,Neutral
28916,Neutral
28917,Negative
28918,Negative
28919,Neutral
28920,Negative
28921,Neutral
28922,Neutral
28923,Negative
28924,Neutral
28925,Positive
28926,Neutral
28927,Positive
28928,Positive
28929,Positive
28930,Neutral
28931,Negative
28932,Neutral
28933,Positive
28934,Positive
28935,Negative
28936,Neutral
28937,Negative
28938,Positive
28939,Positive
28940,Neutral
28941,Positive
28942,Neutral
28943,Positive
28944,Positive
28945,Positive
28946,Neutral
28947,Negative
28948,Positive
28949,Neutral
28950,Neutral
28951,Positive
28952,Neutral
28953,Negative
28954,Neutral
28955,Negative
28956,Negative
28957,Positive
28958,Negative
28959,Positive
28960,Positive
28961,Positive
28962,Negative
28963,Negative
28964,Positive
28965,Positive
28966,Positive
28967,Positive
28968,Neutral
28969,Neutral
28970,Neutral
28971,Neutral
28972,Positive
28973,Negative
28974,Negative
28975,Neutral
28976,Positive
28977,Negative
28978,Negative
28979,Negative
28980,Negative
28981,Positive
28982,Positive
28983,Neutral
28984,Neutral
28985,Negative
28986,Negative
28987,Neutral
28988,Negative
28989,Neutral
28990,Negative
28991,Neutral
28992,Neutral
28993,Negative
28994,Neutral
28995,Neutral
28996,Negative
28997,Positive
28998,Negative
28999,Negative
29000,Neutral
29001,Positive
29002,Positive
29003,Negative
29004,Neutral
29005,Negative
29006,Negative
29007,Negative
29008,Negative
29009,Neutral
29010,Neutral
29011,Positive
29012,Positive
29013,Negative
29014,Positive
29015,Positive
29016,Neutral
29017,Negative
29018,Negative
29019,Neutral
29020,Neutral
29021,Positive
29022,Negative
29023,Positive
29024,Negative
29025,Positive
29026,Positive
29027,Positive
29028,Negative
29029,Positive
29030,Positive
29031,Positive
29032,Neutral
29033,Negative
29034,Negative
29035,Positive
29036,Negative
29037,Positive
29038,Negative
29039,Neutral
29040,Negative
29041,Negative
29042,Positive
29043,Positive
29044,Negative
29045,Negative
29046,Neutral
29047,Negative
29048,Neutral
29049,Positive
29050,Positive
29051,Neutral
29052,Positive
29053,Negative
29054,Negative
29055,Neutral
29056,Positive
29057,Positive
29058,Negative
29059,Positive
29060,Neutral
29061,Neutral
29062,Neutral
29063,Positive
29064,Neutral
29065,Negative
29066,Negative
29067,Negative
29068,Negative
29069,Negative
29070,Negative
29071,Positive
29072,Negative
29073,Negative
29074,Negative
29075,Positive
29076,Negative
29077,Negative
29078,Negative
29079,Neutral
29080,Negative
29081,Neutral
29082,Negative
29083,Negative
29084,Negative
29085,Negative
29086,Negative
29087,Positive
29088,Neutral
29089,Positive
29090,Negative
29091,Neutral
29092,Negative
29093,Neutral
29094,Neutral
29095,Positive
29096,Neutral
29097,Positive
29098,Positive
29099,Neutral
29100,Negative
29101,Neutral
29102,Positive
29103,Negative
29104,Negative
29105,Neutral
29106,Negative
29107,Positive
29108,Positive
29109,Negative
29110,Negative
29111,Negative
29112,Neutral
29113,Negative
29114,Neutral
29115,Negative
29116,Neutral
29117,Negative
29118,Positive
29119,Negative
29120,Neutral
29121,Positive
29122,Negative
29123,Negative
29124,Negative
29125,Negative
29126,Neutral
29127,Negative
29128,Positive
29129,Neutral
29130,Negative
29131,Neutral
29132,Negative
29133,Neutral
29134,Negative
29135,Negative
29136,Positive
29137,Negative
29138,Neutral
29139,Negative
29140,Negative
29141,Positive
29142,Neutral
29143,Negative
29144,Negative
29145,Neutral
29146,Negative
29147,Positive
29148,Negative
29149,Neutral
29150,Positive
29151,Positive
29152,Neutral
29153,Negative
29154,Positive
29155,Neutral
29156,Neutral
29157,Negative
29158,Negative
29159,Positive
29160,Negative
29161,Neutral
29162,Positive
29163,Negative
29164,Neutral
29165,Neutral
29166,Negative
29167,Positive
29168,Negative
29169,Neutral
29170,Positive
29171,Negative
29172,Neutral
29173,Positive
29174,Positive
29175,Positive
29176,Positive
29177,Negative
29178,Positive
29179,Negative
29180,Positive
29181,Positive
29182,Positive
29183,Negative
29184,Negative
29185,Positive
29186,Positive
29187,Positive
29188,Neutral
29189,Neutral
29190,Negative
29191,Positive
29192,Positive
29193,Positive
29194,Neutral
29195,Positive
29196,Positive
29197,Negative
29198,Neutral
29199,Neutral
29200,Positive
29201,Neutral
29202,Positive
29203,Negative
29204,Negative
29205,Neutral
29206,Positive
29207,Neutral
29208,Neutral
29209,Neutral
29210,Negative
29211,Neutral
29212,Positive
29213,Positive
29214,Negative
29215,Neutral
29216,Neutral
29217,Neutral
29218,Neutral
29219,Negative
29220,Positive
29221,Negative
29222,Negative
29223,Neutral
29224,Neutral
29225,Neutral
29226,Negative
29227,Negative
29228,Positive
29229,Neutral
29230,Positive
29231,Positive
29232,Positive
29233,Positive
29234,Negative
29235,Positive
29236,Negative
29237,Neutral
29238,Negative
29239,Positive
29240,Neutral
29241,Positive
29242,Negative
29243,Positive
29244,Neutral
29245,Negative
29246,Positive
29247,Positive
29248,Negative
29249,Neutral
29250,Positive
29251,Negative
29252,Neutral
29253,Neutral
29254,Positive
29255,Positive
29256,Neutral
29257,Positive
29258,Positive
29259,Neutral
29260,Neutral
29261,Positive
29262,Negative
29263,Positive
29264,Positive
29265,Neutral
29266,Negative
29267,Positive
29268,Neutral
29269,Neutral
29270,Negative
29271,Neutral
29272,Neutral
29273,Positive
29274,Neutral
29275,Positive
29276,Positive
29277,Neutral
29278,Positive
29279,Positive
29280,Neutral
29281,Positive
29282,Negative
29283,Positive
29284,Neutral
29285,Neutral
29286,Neutral
29287,Positive
29288,Neutral
29289,Negative
29290,Negative
29291,Neutral
29292,Positive
29293,Neutral
29294,Neutral
29295,Negative
29296,Positive
29297,Positive
29298,Neutral
29299,Negative
29300,Positive
29301,Neutral
29302,Negative
29303,Negative
29304,Positive
29305,Negative
29306,Negative
29307,Positive
29308,Positive
29309,Positive
29310,Negative
29311,Positive
29312,Negative
29313,Neutral
29314,Neutral
29315,Neutral
29316,Positive
29317,Negative
29318,Negative
29319,Neutral
29320,Positive
29321,Positive
29322,Negative
29323,Neutral
29324,Neutral
29325,Positive
29326,Neutral
29327,Negative
29328,Neutral
29329,Positive
29330,Neutral
29331,Neutral
29332,Negative
29333,Positive
29334,Neutral
29335,Neutral
29336,Neutral
29337,Negative
29338,Positive
29339,Positive
29340,Positive
29341,Neutral
29342,Negative
29343,Negative
29344,Neutral
29345,Positive
29346,Positive
29347,Negative
29348,Neutral
29349,Negative
29350,Neutral
29351,Negative
29352,Positive
29353,Positive
29354,Positive
29355,Positive
29356,Negative
29357,Neutral
29358,Negative
29359,Neutral
29360,Neutral
29361,Neutral
29362,Positive
29363,Positive
29364,Neutral
29365,Negative
29366,Negative
29367,Negative
29368,Neutral
29369,Negative
29370,Neutral
29371,Negative
29372,Neutral
29373,Neutral
29374,Negative
29375,Negative
29376,Neutral
29377,Neutral
29378,Positive
29379,Neutral
29380,Positive
29381,Negative
29382,Neutral
29383,Positive
29384,Negative
29385,Neutral
29386,Neutral
29387,Negative
29388,Neutral
29389,Positive
29390,Positive
29391,Negative
29392,Positive
29393,Positive
29394,Negative
29395,Neutral
29396,Positive
29397,Positive
29398,Positive
29399,Positive
29400,Neutral
29401,Neutral
29402,Neutral
29403,Neutral
29404,Negative
29405,Negative
29406,Neutral
29407,Neutral
29408,Positive
29409,Neutral
29410,Positive
29411,Neutral
29412,Neutral
29413,Negative
29414,Neutral
29415,Negative
29416,Neutral
29417,Positive
29418,Negative
29419,Neutral
29420,Positive
29421,Positive
29422,Positive
29423,Negative
29424,Neutral
29425,Neutral
29426,Positive
29427,Positive
29428,Neutral
29429,Neutral
29430,Positive
29431,Negative
29432,Positive
29433,Positive
29434,Neutral
29435,Positive
29436,Neutral
29437,Positive
29438,Neutral
29439,Neutral
29440,Negative
29441,Negative
29442,Positive
29443,Positive
29444,Negative
29445,Positive
29446,Positive
29447,Negative
29448,Negative
29449,Neutral
29450,Neutral
29451,Negative
29452,Neutral
29453,Positive
29454,Positive
29455,Positive
29456,Neutral
29457,Negative
29458,Positive
29459,Neutral
29460,Negative
29461,Positive
29462,Positive
29463,Negative
29464,Neutral
29465,Neutral
29466,Neutral
29467,Positive
29468,Neutral
29469,Negative
29470,Positive
29471,Positive
29472,Positive
29473,Negative
29474,Neutral
29475,Neutral
29476,Negative
29477,Negative
29478,Negative
29479,Negative
29480,Neutral
29481,Positive
29482,Negative
29483,Positive
29484,Neutral
29485,Positive
29486,Neutral
29487,Positive
29488,Neutral
29489,Positive
29490,Neutral
29491,Positive
29492,Negative
29493,Negative
29494,Negative
29495,Positive
29496,Negative
29497,Negative
29498,Negative
29499,Positive
29500,Negative
29501,Neutral
29502,Neutral
29503,Positive
29504,Negative
29505,Positive
29506,Positive
29507,Neutral
29508,Positive
29509,Positive
29510,Negative
29511,Negative
29512,Positive
29513,Negative
29514,Neutral
29515,Neutral
29516,Positive
29517,Negative
29518,Neutral
29519,Positive
29520,Negative
29521,Neutral
29522,Positive
29523,Neutral
29524,Negative
29525,Negative
29526,Negative
29527,Negative
29528,Positive
29529,Neutral
29530,Negative
29531,Positive
29532,Negative
29533,Negative
29534,Neutral
29535,Negative
29536,Positive
29537,Neutral
29538,Neutral
29539,Negative
29540,Negative
29541,Neutral
29542,Neutral
29543,Neutral
29544,Positive
29545,Neutral
29546,Neutral
29547,Negative
29548,Neutral
29549,Neutral
29550,Positive
29551,Negative
29552,Negative
29553,Positive
29554,Positive
29555,Negative
29556,Neutral
29557,Positive
29558,Neutral
29559,Neutral
29560,Positive
29561,Negative
29562,Positive
29563,Negative
29564,Negative
29565,Positive
29566,Negative
29567,Negative
29568,Negative
29569,Neutral
29570,Positive
29571,Negative
29572,Negative
29573,Positive
29574,Negative
29575,Neutral
29576,Neutral
29577,Neutral
29578,Neutral
29579,Neutral
29580,Positive
29581,Negative
29582,Neutral
29583,Neutral
29584,Neutral
29585,Neutral
29586,Negative
29587,Negative
29588,Positive
29589,Negative
29590,Positive
29591,Neutral
29592,Negative
29593,Negative
29594,Neutral
29595,Neutral
29596,Negative
29597,Positive
29598,Neutral
29599,Negative
29600,Negative
29601,Positive
29602,Neutral
29603,Neutral
29604,Positive
29605,Neutral
29606,Neutral
29607,Neutral
29608,Negative
29609,Positive
29610,Negative
29611,Negative
29612,Positive
29613,Negative
29614,Negative
29615,Positive
29616,Positive
29617,Negative
29618,Positive
29619,Positive
29620,Positive
29621,Neutral
29622,Positive
29623,Neutral
29624,Neutral
29625,Neutral
29626,Neutral
29627,Negative
29628,Negative
29629,Negative
29630,Negative
29631,Negative
29632,Positive
29633,Neutral
29634,Positive
29635,Positive
29636,Positive
29637,Negative
29638,Neutral
29639,Neutral
29640,Negative
29641,Positive
29642,Negative
29643,Positive
29644,Negative
29645,Positive
29646,Neutral
29647,Neutral
29648,Negative
29649,Positive
29650,Neutral
29651,Negative
29652,Positive
29653,Neutral
29654,Neutral
29655,Neutral
29656,Neutral
29657,Neutral
29658,Positive
29659,Neutral
29660,Negative
29661,Neutral
29662,Neutral
29663,Neutral
29664,Positive
29665,Neutral
29666,Positive
29667,Negative
29668,Positive
29669,Negative
29670,Positive
29671,Positive
29672,Neutral
29673,Positive
29674,Negative
29675,Positive
29676,Neutral
29677,Positive
29678,Negative
29679,Neutral
29680,Neutral
29681,Neutral
29682,Positive
29683,Negative
29684,Negative
29685,Neutral
29686,Negative
29687,Negative
29688,Negative
29689,Neutral
29690,Positive
29691,Negative
29692,Negative
29693,Neutral
29694,Positive
29695,Positive
29696,Negative
29697,Positive
29698,Positive
29699,Neutral
29700,Negative
29701,Negative
29702,Positive
29703,Positive
29704,Positive
29705,Negative
29706,Negative
29707,Positive
29708,Neutral
29709,Negative
29710,Negative
29711,Neutral
29712,Negative
29713,Negative
29714,Positive
29715,Negative
29716,Positive
29717,Negative
29718,Positive
29719,Positive
29720,Positive
29721,Positive
29722,Negative
29723,Negative
29724,Neutral
29725,Positive
29726,Neutral
29727,Negative
29728,Neutral
29729,Positive
29730,Neutral
29731,Positive
29732,Negative
29733,Neutral
29734,Neutral
29735,Negative
29736,Positive
29737,Negative
29738,Neutral
29739,Neutral
29740,Positive
29741,Positive
29742,Positive
29743,Negative
29744,Positive
29745,Neutral
29746,Neutral
29747,Negative
29748,Positive
29749,Neutral
29750,Negative
29751,Positive
29752,Neutral
29753,Negative
29754,Neutral
29755,Neutral
29756,Neutral
29757,Negative
29758,Neutral
29759,Neutral
29760,Positive
29761,Neutral
29762,Neutral
29763,Positive
29764,Neutral
29765,Neutral
29766,Negative
29767,Neutral
29768,Negative
29769,Neutral
29770,Positive
29771,Neutral
29772,Neutral
29773,Negative
29774,Negative
29775,Positive
29776,Neutral
29777,Neutral
29778,Positive
29779,Neutral
